name,type,url,contact,description,geoextent,geocoverage,lead_organisation_name,lead_organisation_category,start_date,active,end_date,primary_sector,secondary_sector,cross_sector,cross_border,technology,status,uptake
UNA - Chatbot regarding the process of enterprise registration,Unknown,https://oecd-opsi.org/innovations/una-the-first-virtual-assistant-of-public-administration-in-latvia/,,"In 2018, the Register of Enterprises of Latvia introduced the Chatbot UNA (Future assistant for entrepreneurs - FAE) to answer frequently asked questions regarding the process of enterprise registration. The name UNA has a symbolic meaning as it stands for the Future Support of Entrepreneurs in the Latvian language. Chatbots are available 24/7 and thus able to make communication between citizens and the state accessible and friendly. UNA is available on both the website of the Register of Enterprises as well as on the Facebook page as part of the Facebook messenger application. UNA is able to answer frequently asked questions about the registration of their businesses as well as the liquidation, merchants, companies and organizations. If citizens already have an application in progress, they are also able to ask about the progress of their documents. At the moment, UNA only works in the Latvian language.  A Latvian company, Tilde, specializing in AI technologies cooperated in the development of UNA. The usage of the conversational agent has been argued to be highly successful and has been nominated for numerous awards such as the OECD's Public Excellence, World Summit Awards and others. According to the first performance indicators, 44% of the questions asked on UNA are considered to be general of nature and easily taken care of by the Chatbot.  ",National,Latvia,Register of Enterprises of the Republic of Latvia,Governmental,2021/01/01,Unknown,,Economic affairs,"General economic, commercial and labour affair",Unknown,Unknown,Natural language processing,Unknown,Unknown
VARIS - Reviews all the applicants to Rural Support Service,Unknown,https://www.lad.gov.lv/en/news/the-robot-varis-has-started-work-at-the-rural-support-service-of-latvia-892,,"The Rural Support Service (“LAD”) uses the virtual assistant “VARIS”. The “VARIS” shall review all aid applicants in the LAD database, then obtain information about the responsible persons of the company in the Lursoft database. The register of penalties “VARIS” shall check that the beneficiary has not been penalised. The resulting information “VARIS” shall be inserted into the LAD database.",National,Latvia,Rural Support Service (“LAD”),Governmental,2021/01/01,Unknown,,Economic affairs,Transport,Unknown,Unknown,Searching,Unknown,Unknown
"FCIS - Machine learning to identify suspicious patterns (trade, financial flows)",Unknown,http://www.fntt.lt/lt/ivykiai/fntt-kartu-su-partneriais-pradeda-igyvendinti-europos-sajungos-moksliniu-tyrimu-ir-inovaciju-lesomis-remiama-projekta/3768,,"Lithuanian Customs 's Financial Crime Investigations Service are using machine learning to identify suspicious patterns (trade, financial flows). This is part of a H2020 project, which, among other things, will explore using AI for better processing and analysis of data. The project will aim to apply artificial intelligence, data analysis and data visualization methods over two years, allowing law enforcement professionals to link, prioritize and analyze information gathered from different sources to facilitate decision-making. Several organizational units will be directly involved in the development of a targeted data processing and analysis system.",National,Lithuania,Lithuanian customs,Governmental,2021/01/01,Unknown,,Public order and safety,Public order and safety n.e.c.,Unknown,Unknown,Machine learning,Unknown,Unknown
viLTe' - Chatbot answering relevant questions regarding the COVID-19,Unknown,https://koronastop.lrv.lt/,,"viLTe' was created during a recent hackathon ""Hack the Crisis"" and is capable of answering relevant questions regarding the COVID-19 pandemic, such as the symptons, restrictions and more.",National,Lithuania,Government of the Republic of Lithuania,Governmental,2021/01/01,Unknown,,Health,Public health services.,Unknown,Unknown,Natural language processing,Unknown,Unknown
Amberscript - Automated speech translation for public organisations,Unknown,https://www.amberscript.com/en/news/amberscript-makes-council-meetings-of-dutch-municipalities-accessible-to-the-deaf-and-hearing-impaired,,"Many Dutch municipalities, like the municipality of Staphorst, have implemented speech recognition model through a company product, AmberScript specialized in speech recognition, for providing automated speech translation coming from municipality council and bringing transparency on how decisions are made for the citizens. The product has been specifically trained on data from the public sector meetings. A dataset of more than 1.000 hours of audio with transcriptions was compiled, cleaned and processed into the AI Model. Now the product is capable of transcribing many of the discussions held in the municipal meetings, allowing citizens with hearing imparities to follow political debates online. ",Local,Netherlands,About 120 different municipalities in the Netherlands,Governmental,2021/01/01,Unknown,,General public services,"Executive and legislative organs, financial and fiscal affairs, external affairs.",Unknown,Unknown,Natural language processing,Unknown,Unknown
ANPR - Car plate recognition,Unknown,https://www.politie.nl/onderwerpen/anpr.html,,"The ANPR system uses number plate recognition software for a variety of usages such as paid parking, traffic control, taks avoidance, environmental protection and more. It is used in more than 2000 administrations and is seen as a strong multi-purpose AI application",Local,Netherlands,Dutch Police,Governmental,2021/01/01,Unknown,,Public order and safety,Police Services,Unknown,Unknown,Computer vision,Unknown,Unknown
Cameras - Detection holding a phone in car,Unknown,https://www.om.nl/actueel/nieuws/2020/11/12/openbaar-ministerie-start-digitale-handhaving-op-handheld-telefoongebruik-achter-het-stuur,,"The Dutch Public Prosecution Service will intensify enforcement on the detention of mobile devices. With smart cameras that automatically forward violations to the Central Judicial Collection Agency (CJIB). The camera takes pictures of each passer-by, showing whether the driver is holding his mobile phone or not. Because the pictures are taken downwards, the driver's face is not in the picture. The license plate does, and the photo shows clearly and clearly whether someone is holding a mobile device behind the wheel. Only those photos where the system suspects that a phone is being held will be forwarded to the CJIB. A staff member carries out the final assessment at the CJIB. This can result in a fine of 240 euros.",National,Netherlands,Dutch Public Procesecution Service,Governmental,2021/01/01,Unknown,,Public order and safety,Police Services,Unknown,Unknown,Computer vision,Unknown,Unknown
CAS - Crime anticipation system,Unknown,http://ceur-ws.org/Vol-2103/paper_6.pdf,,"The Crime Anticipation System (CAS) makes weekly analyzes based on local and current data. External data about neighborhoods and residents, for example, is supplemented by the police's own knowledge about crimes and local situations and information from Statistics Netherlands. The system searches for crimes that show a pattern - for example, bicycle thefts in a certain neighborhood happen most often between the hours of 9:00 p.m. and midnight. Based on that, the police can better deploy available resources to fight these crimes more effectively, according to the news wire.",Local,Netherlands,City of Amsterdam,Governmental,2021/01/01,Unknown,,Public order and safety,Police Services,Unknown,Unknown,Machine learning,Unknown,Unknown
Rotterdam – Improving the usage of rooftops,Unknown,http://www.dssgfellowship.org/project/identifying-rooftop-usage-in-rotterdam/?portfolioID=15901,,"The Municipality of Rotterdam (Gemeente Rotterdam) manages Rotterdam, one of the most modern and touristic cities in the Netherlands, which is inhabited by 600,000 residents. Rotterdam has a unique roof landscape that was created after World War II, where many buildings with flat roofs were built during the city’s reconstruction. There are approximately 14.5km2 of flat roofs in the city and the Municipality of Rotterdam wants to use data to make informed decisions regarding the sustainable usage of its rooftops. DSSG (Data Science for Social Good) is helping Rotterdam figure out how improved use of its rooftops could help address challenges with water storage, green spaces and energy generation. The principal goal will be to use aerial and satellite images to identify the current usage of rooftops in Rotterdam.",Local,Netherlands,Unknown,Governmental,2021/01/01,Unknown,,Housing and community amenities,Housing and community amenities n.e.c.,Unknown,Unknown,Computer vision,Unknown,Unknown
RWS - Machine learning for road accident predictions,Unknown,http://www.dssgfellowship.org/project/rijkswaterstaat-netherlands/,,"The densely connected road network in the Netherlands is severely impacted by road accidents with high human, economic and environmental consequences. Road accidents result in 600 deaths per year, and traffic jams that may result from accidents cause an estimated € 2.7 billion loss in productivity per year. The division of the Netherlands Ministry of Water and Infrastructure Management, Rijkswaterstaat (RWS) operates a 24 hour incident management service to ensure the safety and mobility of emergency response workers, and to regulate and restore traffic flow in the event of an accident.  The growing number of accidents in the Netherlands highways is creating increased pressure on traffic managers and inspectors. Traffic managers must process real-time data from 15+ screens, increasing the chances of an accident being missed. Traffic inspectors need to ensure they are optimally positioned in their deployment zone to minimize travel time to accident sites.  This year Data Science for Social Good has been working with Rijkswaterstaat to create a machine learning model using data from incidents recorded between 2012 to 2016, road characteristics, speed and flow traffic data and weather data. The model predicts within a given time window and road segment the probability of an accident. Overlaying this on a heatmap we are able to display to traffic managers the road sections with the highest likelihood of accidents. This will allow them to better allocate inspectors to road sections to patrol. Using this model gives a 3 to 4 times improvement on a baseline, where traffic inspectors patrol random road segments.",National,Netherlands,Rijkswaterstraat,Governmental,2021/01/01,Unknown,,Public order and safety,Public order and safety n.e.c.,Unknown,Unknown,Machine learning,Unknown,Unknown
SHAP - Holiday rental home fraud,Unknown,https://algoritmeregister.amsterdam.nl/vakantieverhuur-woningfraude/,,"In the city of Amsterdam, a pilot is being carried out which uses AI and algorithms to track down people illegally renting out their homes via platforms, such as Airbnb. Housing fraud is an increasingly big issue in the city of Amsterdam according to the Court of Audit of Amsterdam, leading to harms of the neighbourhood.  The algorithm will include information about previous housing fraud, information from the city’s population registries and building data from the city’s registry of addresses and buildings. While this information is also usable for analysis by civil servants themselves, the use of the AI system is expected will speed up the process significantly and enable more accurate responses as it can connect multiple factors together in ways civil servants themselves would not be able to.  According to the AI registry of the city of Amsterdam, once a new report has been received in which a rental is suspected of illegal holiday rental, a probability based on a random forest regression is generated resulting in either a high or low suspicion of fraud, based on a combination of different values.  If the probability of housing fraud that rolls out of the algorithm is higher than 50 percent, an employee can prioritize the address for a field investigation. The city mentions however, that the tackling of fraud remains human work and the algorithm will not make decisions, merely recommendations. The civil staff will have to decide whether to investigate an address further, by combining their expertise and the algorithm predictions. The AI system will provide a visualization of the risk assessment and consequently on the basis which data plays a role in the recommendation and which does not. Furthermore, the system does not in the end decide if fraud has taken place, as this is the responsibility of the department. To this end, the AI system merely acts as a first recommendation in the process of determining if housing frauds take place. It is expected that the use of the AI system is to optimize the limited inspection capacity of the city in the most efficient and effective matter, so that field investigations are conducted in premises where fraud is indeed more like. However, there are many risks to public value destruction, of which the city is already aware of. Therefore, personal data such as birth, nationality and others are not included in the algorithm, limiting prejudice of the algorithm to a certain demographic or increasing privacy concerns.  Furthermore, even when personal information is not used, it may occur that the AI indirectly leads to targeting certain neighbourhoods more often, potentially leading to discriminatory recommendations. Therefore, the city of Amsterdam is conducting ongoing research to tackle this form of unintended algorithmic bias during the pilot, highlighting that the increase of efficiency may lead to more discriminatory services as calculations are based on correlations and not causations.  ",Local,Netherlands,City of Amsterdam ,Governmental,2021/01/01,Unknown,,Social protection,Housing.,Unknown,Unknown,Automated reasoning,Unknown,Unknown
SIA - Notificiations public space,Unknown,https://tada.city/en/nieuws/algorithms-for-more-fairness-in-the-city/,,Notifications provided by citizens on problems in the public space are categorized automatically and send to the responsible department. ,Local,Netherlands,Municipality of Dordrecht,Governmental,2021/01/01,Unknown,,General public services,General public services n.e.c.,Unknown,Unknown,Optimisation,Unknown,Unknown
SyRi - Detect welfare fraud,Unknown,https://algorithmwatch.org/en/story/syri-netherlands-algorithm/,,"Various municipalities in the Netherlands have been using the SyRi system to detect welfare fraud more effectively. SyRi has been developed by the Dutch government and uses various risk indicators from existing governmental systems such as taxes, health insurance, residence, education and many more, in order to detect which addresses hold a higher risk of fraud or misuse of welfare benefits.  SyRi was developed in 2014 after multiple municipalities had been creating their own systems to detect fraud. To enable the sharing of different information items that are relevant for SyRi, the system operates on a legal basis which clearly indicates which kind of data can be captured, stored and shared.The system does not make any decisions itself, but provides recommendations for civil servants to conduct further investigations.   Various organisations have opposed the usage of the system. They argue that it causes too many privacy infringements and is discriminatory towards the poor and vulnerable citizens. The lack of transparency on the inner working of the system and the inability of the people affected to get to know their data have been used, has been criticized as well. The UN-rapporteur for Human Rights also expressed his concerns on the use of SyRi as it could be a significant threat to human rights. Some projects revealed significant difficulties in integrating various data sources, which caused the recommendations by the system to become outdated and in fact unusable. In municipalities where the system actually gave recommendations on possible fraudulent behaviour, the success rate was very low. As, the costs of SyRi have been estimated to be over 325.000 euro per year, so that many have been wondering whether the system was worth the privacy and financial costs at all.   Following a court case, the Dutch court decided in early 2020 that the use of SyRi did not comply with Article 8 of the ECHR (European Convention of Human Rights), thus its usage has been cancelled. The judge ruled that the collective, economic welfare interest of preventing fraud weighed insufficiently against the social interest of privacy. Furthermore, the absence of disclosure about the inner working of SyRi makes its usage insufficiently transparent and verifiable.  ",National,Netherlands,Ministry of Social Affairs and Employment,Governmental,2021/01/01,Unknown,,Social protection,Social protection n.e.c.,Unknown,Unknown,Machine learning,Unknown,Unknown
Xomnia - The Burglary Predictor,Unknown,https://www.xomnia.com/burglary-prediction-for-the-municipality-of-utrecht/,,"In the municipality of Utrecht, Xomnia has built a model that predicts the occurrence of burglaries in each district of Utrecht for a given week. From the date and time of the burglary, we derived weather conditions, holidays and special events. Sociodemographic statistics of the neighborhoods have been derived, as well as certain points of interest, like street lights, cameras, trees, parks and large garbage containers. The Burglary Predictor built by Xomnia enables the municipality of Utrecht to prevent burglaries by data-driven decision making.",Local,Netherlands,City of Utrecht,Governmental,2021/01/01,Unknown,,Public order and safety,Police Services,Unknown,Unknown,Machine learning,Unknown,Unknown
Xoomia - Law enforcement optimization system,Unknown,https://www.xomnia.com/law-enforcement-optimization-at-amsterdam/,,"For the municipality of Amsterdam, Xomnia built a user-friendly dashboard to optimize law enforcement. Xomnia harvested data from 7 entirely different data sources stored in the municipality’s data silos, such as GPS data from walkie-talkies and text data from fines collected by PDA’s and control room reports. The data was reconstructed and interconnected to enable dynamic data exploring for creating the dashboard.",Local,Netherlands,City of Amsterdam,Governmental,2021/01/01,Unknown,,Public order and safety,Police Services,Unknown,Unknown,Machine learning,Unknown,Unknown
HAL - classification of documents,Unknown,https://www.regjeringen.no/en/dokumenter/nasjonal-strategi-for-kunstig-intelligens/id2685594/?ch=4#id0022,,"The Ministry of Foreign Affairs (MFA) use ML and NLP to analyse and classify reports from embassies and delegations. Every year, the Ministry of Foreign Affairs (MFA) receives up to 6,000 reports from Norwegian embassies, delegations, etc. Previously it was extremely difficult to navigate all this information. Since the MFA adopted machine learning and NLP to analyse and classify the content of these documents, it has been possible to find almost all relevant information on a given subject matter. The solution is also used to extract key information in reports and prepare summaries.  In the work on developing this solution, the MFA cooperated with the University of Oslo, which provided solutions for categorising the Norwegian language. The plan is to gradually expand the solution with information from archives and external research reports.",National,Norway,Ministry of Foreign Affairs,Governmental,2021/01/01,Unknown,,General public services,Foreign economic aid.,Unknown,Unknown,Natural language processing,Unknown,Unknown
Kari - Chatbot,Unknown,https://www.etapasproject.eu/usecases/post-3/,,"The chatbot Kari is an AI-based virtual agent developed for local government bodies – the local municipalities – to answer citizen's questions on the municipality services. It is currently available to the citizens of 80 Norwegian local municipalities – covering about 30% of the Norwegian population, and is in the process of being implemented in other European countries, including Sweden, Finland and Denmark. The chatbots knowledge-base contains over 6000 intents (answers to municipality questions), making it one of the largest in the world. ",Local,Norway,ETAPAS Project: SINTEF-Prokom ,Governmental,2021/01/01,Unknown,,General public services,"Executive and legislative organs, financial and fiscal affairs, external affairs.",Unknown,Unknown,Natural language processing,Unknown,Unknown
Lanekassen - Improve control on students with loan payments and identification,Unknown,https://norwaytoday.info/education/artificial-intelligence-revealed-more-loan-fund-cheating/,,"The Norwegian student loan fund (Lånekassen) has for the first time used artificial intelligence (AI) to select account controls. It provided twice as many revelations of cheating. The book check is done among students who state that they live away from home, since only students who do not live with their parents can get the loan back from grants. Lånekassen’s book check in 2018 included 25,000 students. 15,000 were picked out by artificial intelligence (machine learning), while 10,000 were picked out by random selection (control group). The results showed that artificial intelligence made it easier to find those who are not really living away from home, said the Loan Fund. 5.5% in the control group and 11.6% in the machine learning group did not pass the book check. It shows that the machine learning selection has been twice as effective as the random selection in finding students who have given us incorrect information about housing",National,Norway,Norwegian student loan fund (Lånekassen),Governmental,2021/01/01,Unknown,,General public services,"Executive and legislative organs, financial and fiscal affairs, external affairs.",Unknown,Unknown,Machine learning,Unknown,Unknown
Nancy - Access to National library assets,Unknown,https://www.youtube.com/watch?v=o_6M_ZL7AuU,,"The Norwegian national library's solution based on commercially available AI to provide better access and deeper insight into their extensive collection of text, images and video.",National,Norway,National Library of Norway,Governmental,2021/01/01,Unknown,,Education,Education n.e.c.,Unknown,Unknown,Machine learning,Unknown,Unknown
Norway AI for Diagnose and treating Breast cancer ,Unknown,https://sciencenorway.no/breast-cancer-cancer-technology/norwegian-researchers-are-developing-a-new-method-for-detecting-breast-cancer/1739574,,"In Norway research is ongoing to be able to diagnose and treat cancer more accurately based on massive and well-structured healthcare datasets Norway maintains. One hospital is working on specific kind of AI with much more precise treatments of cancer based on the datasets we have. The use of  AI since 2,5 years into the project is now already very accurate. ",National,Norway,Unknown,Governmental,2021/01/01,Unknown,,Health,Hospital services.,Unknown,Unknown,Machine learning,Unknown,Unknown
Norway Chatbot - Chatbot for public administrations ,Unknown,https://www.boost.ai/articles/automation-for-the-people-using-conversational-ai-to-benefit-the-public-sector,,Several Norwegian Government Agencies and municipalities use chatbots based on AI technology. Most of them are based on technology from either boost.ai or Kindly.  The aim is to create a more efficient public sector with better service for citizens.,National,Norway,Boost.ai,Governmental,2021/01/01,Unknown,,General public services,General services.,Unknown,Unknown,Natural language processing,Unknown,Unknown
Posting of invoices - Robot to propose the correct posting,Unknown,https://www.regjeringen.no/en/dokumenter/nasjonal-strategi-for-kunstig-intelligens/id2685594/?ch=6#id0043,,"Customers of The Norwegian Government Agency for Financial Management (DFØ) spend considerable time and resources on posting incoming invoices due to uncertainty about the correct posting. In some cases this can lead to invoices being paid after the due date and can create extra costs for the agency in the form of interest and charges. DFØ is currently testing solutions from two companies, one of which involves an accounting robot that uses AI to propose the correct posting. The model is trained using historical data before making a prediction of the posting based on a combination of historical data and information obtained from the actual invoice.  ",National,Norway,Norwegian Government Agency for Financial Management,Governmental,2021/01/01,Unknown,,General public services,"Executive and legislative organs, financial and fiscal affairs, external affairs.",Unknown,Unknown,Machine learning,Unknown,Unknown
Statnett - Forecast service for weather,Unknown,https://datascience.statnett.no/2018/04/27/from-idea-to-deployment-a-service-for-estimation-of-failure-probability-on-overhead-lines-based-on-the-current-weather-forecast/ ,,"Forecast service for weather dependent failures on power lines.  Combining Tableau, Python, Splunk and open data from met.no to deliver a realtime forecast of the probability of failure due to wind and lightning on overhead lines.",National,Norway,"Statnett, the Norwegian electricity transmission system operator",Governmental,2021/01/01,Unknown,,Economic affairs,Fuel and energy,Unknown,Unknown,Machine learning,Unknown,Unknown
TrondHeim - Insolvency Predicition,Unknown,https://norden.diva-portal.org/smash/get/diva2:1375500/FULLTEXT01.pdf,,The TrondHeim Municipality has been working on an AI system capable of predicting which companies had a higher chance of become insolvent. This enable the organisation to detect companies at risk at take pre-emptive actions. The predictions were accurate to around 80% a year (an accuracy of 90% would have been much more preferred).,Local,Norway,Trondheim Municipality,Governmental,2021/01/01,Unknown,,Economic affairs,"General economic, commercial and labour affair",Unknown,Unknown,Machine learning,Unknown,Unknown
VDI - Protection of digital infrastructure,Unknown,https://www.regjeringen.no/en/dokumenter/nasjonal-strategi-for-kunstig-intelligens/id2685594/?ch=7,,The existing early warning system for digital infrastructure has been used to detect targeted cyber attacks for almost 20 years. The Norwegian National Security Authority is now developing new sensor technology that will build on and eventually replace the sensors used in the existing early warning system. A new platform will be developed to use artificial intelligence and machine learning on the data collected. The platform will enable automatic analysis of any malware detected as well as automatic sharing of results. It is expected that the AI will enable better cyber security for Norway's critical infrastructure.,National,Norway,Norwegian National Security Authority,Governmental,2021/01/01,Unknown,,Defence,Military defence.,Unknown,Unknown,Machine learning,Unknown,Unknown
Canard - Speed camera system to flag potential traffic rules infringement,Unknown,https://www.canard.gitd.gov.pl/cms/web/portal/o-projekcie-pois,,"EU financed system allows speed cameras installed at road junctures to derive information from the photographs and flag potential traffic rules infringement. The decision to fine the driver is not automatic, the system serves rather as an initial sorting mechanism that makes the work of CANARD employees more efficient.",National,Poland,Automated Traffic Supervision Center,Governmental,2021/01/01,Unknown,,Public order and safety,Police Services,Unknown,Unknown,Computer vision,Unknown,Unknown
Home Quarantine - app on COVID-19 risk,Unknown,https://www.gov.pl/web/cyfryzacja/aplikacja-kwarantanna-domowa--ruszyl-proces-jej-udostepniania,,"The Polish government has developed the free Home Quarantine app for both iPhone and Android, which allows the police to check that individuals do not break quarantine; those who do may be fined up to (at the moment this case was documented, in 2020) PLN 5,000 and also offers support to those who are quarantined. Once users activate the app by entering a phone number and a code sent via SMS, they send a reference photo. Every so often the app sends an unscheduled request for a new photo to be sent within 20 minutes. The system checks both the person (using facial recognition) and the location, essentially replicating what would otherwise be a visit from a police officer. Non-quarantined people cannot sign up, as the app is connected to a database of telephone numbers belonging to those ordered into quarantine. The app also gives access to relevant health information and a hotline. The government intends to add more functionality to the app over time.",National,Poland,Unknown,Governmental,2021/01/01,Unknown,,Health,Public health services.,Unknown,Unknown,Computer vision,Unknown,Unknown
Poland - Fraud Detection COVID-19 support,Unknown,https://www.experian.com.pl/en/business/identity-and-fraud/fraud-prevention-responses,,"AI system supporting fraud prevention. It consists in automatic verification of statements submitted in applications, mainly financial data from National Tax Administration and The Social Insurance Institution databases. Additionally, some irregularities are analyzed, e.g. too high amounts in relation to the number of employees. Among other things the system analyzes the criterion of a decline in turnover. It must be directly related to the pandemic and not, for example, to a failed business plan or a failed investment. The system will also examine what the subsidy money was spent on. - The rule is that financial subsidy money can only be used to pay for business expenses. The above mentioned information are the only available sources describing the system and were shared with the press by the Polish Development Fund which is responsible for granting subsidies.",National,Poland,Unknown,Governmental,2021/01/01,Unknown,,General public services,"Executive and legislative organs, financial and fiscal affairs, external affairs.",Unknown,Unknown,Machine learning,Unknown,Unknown
State Clearance Chamber - financial risk indicator,Unknown,https://epf.org.pl/en/wp-content/uploads/sites/3/2019/05/alGOVrithms-State-of-Play-Report.pdf,,"This AI compiles a risk indicator based on collected financial data from financial institutions to determine whether account holders are more likely to conduct illegal activities. If the suspicious activity is detected, at the request of the tax authorities the bank will be able to freeze suspicious accounts. The system is run by the State Clearance Chamber, a key entity of the Polish payment system infrastructure, that renders complex clearing services and other bank services.",National,Poland,"Krajowa Izba Rozliczeniowa S.A (State  Clearance Chamber), Krajowa Izba Rozliczeniowa S.A (State Clearance Chamber)",Governmental,2021/01/01,Unknown,,General public services,"Executive and legislative organs, financial and fiscal affairs, external affairs.",Unknown,Unknown,Machine learning,Unknown,Unknown
CCM-SNS - Verification of medical prescriptions,Unknown,https://algorithmwatch.org/en/story/portugal-automated-verification-prescriptions-medical-fraud/,,"In Portugal, the Control and Monitoring Center from the Portuguese Public National Health Service (CCM-SNS), uses data from several databases, in order to detect and fight prescription fraud. It follows a paperless prescription program and the electronic medical prescriptions system which were both implemented in 2016 and made mandatory for the public sector. During the first seven years, the central unit detected irregularities amounting to hundreds of millions of euros, and was instrumental in starting many prosecution for fraud in the health system. According to the Ministry of Health, in the first semester of 2017, the Invoice Control Center processed 356.2 million Euros' worth of prescriptions and flagged 21.1 millions euros to the State prosecutor.",National,Portugal,Portuguese Public National Health Service (Centro de Controlo e Monitorização do Sistema Nacional de Saúde),Governmental,2021/01/01,Unknown,,Health,Health n.e.c.,Unknown,Unknown,Machine learning,Unknown,Unknown
Data2Help - Optimizing the allocation of resources for a better and faster response to medical emergencies,Unknown,https://www.alert-online.com/br/news/health-portal/inteligencia-artificial-vai-ser-aplicada-as-emergencias-medicas,,"The objective of the Data2Help project is to provide INEM with new tools to improve its operational results by optimizing the allocation of resources, resulting in a better and faster response to medical emergencies in Portugal. The Data2Help project focuses on: (1) integrating INEM's information systems with other relevant external data (eg meteorology, epidemics, demography, forest fires, etc.), (2) through the analysis of historical data, developing predictive models for emergency vehicle requests in each geographic area, and (3) optimize the allocation of INEM resources based on predictive models in order to improve response times to medical emergencies.",National,Portugal,National Institute of Medical Emergency,Governmental,2021/01/01,Unknown,,Health,Health n.e.c.,Unknown,Unknown,Optimisation,Unknown,Unknown
Derm.AI - Tele Dermatological Screening,Unknown,https://rse-siga.spms.min-saude.pt/category/rse-siga-derm-ai/,," Use of AI to enhance Tele.Dermatological Screening. Decreased skin cancer morbidity and mortality - Optimization of health processes through the integration of AI technologies in a real environment. Usage of Artificial Intelligence to Power Teledermatological Screening, Fraunhofer AICOS’ most recent project, pioneers in being fully integrated with the Primary Care Units and Hospital Dermatology Departments of the National Health Service while using AI to improve the Teledermatological processes and Machine Learning to help the decision making process. Starting this month and running for three years, this project is coordinated by AICOS and developed in partnership with SPMS – Serviços Partilhados do Ministério da Saúde, under the programme Data Science and Artificial Intelligence in Public Administration.",National,Portugal,Serviços Partilhados do Ministério da Saúde,Governmental,2021/01/01,Unknown,,Health,Health n.e.c.,Unknown,Unknown,Machine learning,Unknown,Unknown
EPISA - Entity and property inference for semantic archives,Unknown,https://www.inesctec.pt/en/news/inesc-tec-wants-to-digitise-the-largest-documental-collection-of-portugal#about,,"EPISA uses natural language processing, entity recognition, and automatic learning methods in order to explore the records of documents and documents themselves if they are in digital form. From the descriptions produced by archivists, entities and relationships will be extracted that will populate a description model, semantically richer than the current one and easier to deal with automatically. ",National,Portugal,National Archive of Torre do Tombo ,Governmental,2021/01/01,Unknown,,"Recreation, culture and religion",Cultural services.,Unknown,Unknown,Natural language processing,Unknown,Unknown
Failstopper - Study the compressed air system of the vehicle ,Unknown,https://www.inesctec.pt/en/projects/failstopper#intro,,"The project, called 'FailStopper' and launched earlier this month, aims, through sensors, to study the compressed air system of the vehicle (installed on the roof) which, according to the researcher, allows the ""performance of the secondary suspension"", an element responsible for ""keeping the vehicle level with station platforms"". Researchers from the Institute of Systems and Computers Engineering, Technology and Science (INESC TEC), in Porto, launched a project that aims to ""combat and anticipate leveling failures"" of Metro do Porto vehicles. The 'FailStopper' project was one of the 15 projects approved in the Scientific Research and Technological Development contest in Data Science and Artificial Intelligence in Public Administration, an initiative of the Foundation for Science and Technology (FCT) that joins the Ministry of Science, Technology and Higher Education and the Ministry of Administrative Modernization. More Information also at https://www.researchgate.net/project/FailStopper-Early-failure-detection-of-public-transport-vehicles-in-operational-context",Local,Portugal,Metro do Porto,Governmental,2021/01/01,Unknown,,Economic affairs,Transport,Unknown,Unknown,Machine learning,Unknown,Unknown
IPOscore - Predicting complications surgery and prognosis  of cancer patients,Unknown,https://www.fct.pt/media/docs/Brochura_ResearchinDataScienceandAIappliedtoPA.pdf,,Prognosis of cancer patients through risk prediction of surgical complications and integration of clinical and biopathological data,National,Portugal,Unknown,Governmental,2021/01/01,Unknown,,Health,R&D health.,Unknown,Unknown,Computer vision,Unknown,Unknown
Portugal -  Predicting long term unemployment,Unknown,https://online.ucpress.edu/gp/article-abstract/1/1/12908/110741,,This project builds upon unemployment data held by the public employment service with additional data sources in order to produce a score reflecting the risk of a person to become long term unemployment (12 months or longer). This will enable the agency to tailor actions to this person. ,National,Portugal,Instituto  de Emprego e Formação Profissional (IEFP),Governmental,2021/01/01,Unknown,,Social protection,Unemployment.,Unknown,Unknown,Automated reasoning,Unknown,Unknown
Sigma - Chatbot on changing citizens' address,Unknown,https://joinup.ec.europa.eu/sites/default/files/news/2019-09/ISA2_Architecture%20for%20public%20service%20chatbots.pdf,,"For Portuguese residents, it is possible to change their official address via the chatbot Sigma. The provision of services in the informative phase is through the services and entities catalog (CES - Entities and Services Catalogue). ",National,Portugal,"Agency for  Administrative  Modernisation, Agency for Administrative Modernisation",Governmental,2021/01/01,Unknown,,General public services,"General economic, commercial and labour affair",Unknown,Unknown,Natural language processing,Unknown,Unknown
Antonia - Automatic processing of requests of public services,Unknown,https://www.romaniajournal.ro/society-people/antonia-the-first-virtual-public-servant-in-romania/,,"The City Hall of Cluj has an AI system called Antonia, which handles the automatic processing of 64 types of forms for requesting public services. The also has a chatbot component so she can answer questions about how to fill the forms. In the second development stage of the AI-based technology, Antonia will become a hologram, this being the surprise-element for the next stage. This depends on how fast we will work out the technical aspects, so there is ""no time estimation for the complete implementation"" according o the local officials in Cluj-Napoca. The project is estimated to be completed within 30 months' period. Antonia has been launched in April 2018 and functions around the clock.",Local,Romania,Municipality of Cluj-Napoca,Governmental,2021/01/01,Unknown,,General public services,"Executive and legislative organs, financial and fiscal affairs, external affairs.",Unknown,Unknown,Natural language processing,Unknown,Unknown
